Date/Time,Lat,Lon,Base,locationID
2014-04-05 10:07:00,40.7253,-73.9487,B02598,
2014-04-21 08:04:00,40.7329,-73.9812,B02598,
2014-04-23 13:12:00,40.7483,-73.9846,B02617,
2014-04-20 15:44:00,40.7271,-74.0033,B02598,
2014-04-30 22:26:00,40.7189,-74.0065,B02682,
2014-04-20 04:29:00,40.7188,-74.0049,B02598,
2014-04-08 22:33:00,40.7552,-73.9827,B02617,
2014-04-23 15:47:00,40.7682,-73.9814,B02598,
2014-04-30 14:59:00,40.7654,-73.9721,B02617,
2014-04-29 05:50:00,40.7652,-73.9751,B02682,
2014-04-01 16:32:00,40.7523,-73.972,B02598,
2014-04-19 10:49:00,40.7327,-73.9982,B02682,
2014-04-04 03:03:00,40.7551,-73.9725,B02682,
2014-04-24 07:25:00,40.7336,-73.992,B02617,
2014-04-02 07:35:00,40.7397,-73.9989,B02617,
2014-04-26 17:09:00,40.7525,-73.9933,B02598,
2014-04-28 18:47:00,40.7385,-73.9899,B02598,
2014-04-30 14:47:00,40.7908,-73.9666,B02682,
2014-04-23 00:25:00,40.6911,-73.9972,B02598,
2014-04-16 20:45:00,40.7144,-73.998,B02598,
2014-04-13 20:23:00,40.7194,-73.9955,B02682,
2014-04-23 15:34:00,40.7173,-74.0061,B02598,
2014-04-16 13:42:00,40.7486,-73.9724,B02598,
2014-04-11 22:47:00,40.7408,-74.0049,B02682,
2014-04-26 08:53:00,40.7238,-73.9569,B02512,
2014-04-29 18:30:00,40.7376,-74.0082,B02682,
2014-04-07 14:54:00,40.7198,-74.0471,B02682,
2014-04-06 00:18:00,40.7264,-73.9918,B02682,
2014-04-10 15:03:00,40.7317,-73.9932,B02682,
2014-04-17 07:47:00,40.7331,-73.9753,B02682,
2014-04-06 17:58:00,40.7332,-73.99,B02682,
2014-04-03 07:06:00,40.7795,-73.988,B02682,
2014-04-02 22:29:00,40.7249,-73.9554,B02682,
2014-04-26 16:17:00,40.7195,-73.9604,B02682,
2014-04-11 17:57:00,40.745,-73.9952,B02598,
2014-04-19 15:21:00,40.7223,-74.0006,B02598,
2014-04-07 08:00:00,40.7267,-73.9797,B02617,
2014-04-16 16:57:00,40.7606,-73.9755,B02682,
2014-04-04 05:37:00,40.7144,-74.0101,B02598,
2014-04-24 18:51:00,40.7357,-73.9814,B02617,
2014-04-07 01:13:00,40.6814,-73.9653,B02617,
2014-04-22 21:30:00,40.7509,-73.9866,B02598,
2014-04-03 10:03:00,40.7343,-73.9958,B02512,
2014-04-24 17:17:00,40.7468,-73.9814,B02682,
2014-04-11 11:17:00,40.6404,-74.0008,B02682,
2014-04-26 01:23:00,40.7381,-74.0084,B02598,
2014-04-29 17:54:00,40.725,-73.9792,B02682,
2014-04-16 04:38:00,40.7756,-73.9505,B02598,
2014-04-29 18:15:00,40.724,-73.9972,B02598,
2014-04-25 21:00:00,40.7811,-73.9566,B02682,
2014-04-09 21:52:00,40.7461,-74.0053,B02682,
2014-04-27 09:47:00,40.7743,-73.9453,B02682,
2014-04-15 11:35:00,40.7773,-73.9821,B02598,
2014-04-25 18:49:00,40.7107,-74.0059,B02617,
2014-04-05 07:17:00,40.7416,-73.9388,B02682,
2014-04-10 10:33:00,40.7472,-73.9897,B02682,
2014-04-18 21:31:00,40.7482,-73.9765,B02682,
2014-04-05 17:17:00,40.672,-73.9807,B02512,
2014-04-23 18:14:00,40.7624,-73.9599,B02598,
2014-04-01 04:08:00,40.7802,-73.9832,B02682,
2014-04-03 07:05:00,40.7237,-74.0052,B02598,
2014-04-30 13:32:00,40.7698,-73.9504,B02682,
2014-04-11 21:51:00,40.7623,-73.9972,B02598,
2014-04-22 22:40:00,40.756,-73.9832,B02682,
2014-04-05 18:32:00,40.7162,-74.0161,B02682,
2014-04-19 12:22:00,40.7651,-73.977,B02598,
2014-04-04 20:46:00,40.7361,-74.0302,B02512,
2014-04-08 02:45:00,40.7606,-73.9824,B02598,
2014-04-03 19:53:00,40.7509,-73.9788,B02598,
2014-04-11 11:18:00,40.7467,-73.9726,B02682,
2014-04-04 11:27:00,40.7253,-73.9332,B02598,
2014-04-26 02:03:00,40.7298,-74.0103,B02682,
2014-04-06 19:24:00,40.7756,-73.9832,B02598,
2014-04-26 10:28:00,40.7448,-73.9952,B02617,
2014-04-27 00:55:00,40.734,-74.0082,B02598,
2014-04-30 18:08:00,40.7797,-73.9618,B02682,
2014-04-29 15:23:00,40.7361,-73.9852,B02598,
