iter	Logloss
132	0.04003569732
133	0.04002682006
134	0.04002068407
135	0.04001752816
136	0.04001310564
137	0.04000662238
138	0.04000397913
139	0.04000193046
140	0.04000062157
141	0.03999593759
142	0.03999491307
143	0.03999218394
144	0.03998700791
145	0.03998361774
146	0.03997742104
147	0.039974777
148	0.03997123534
149	0.03996769583
150	0.03995907899
151	0.03995711066
152	0.03995263714
153	0.03995176636
154	0.03994708556
155	0.03994447007
156	0.0399419036
157	0.03994051538
158	0.03993860056
159	0.0399346722
160	0.03992547699
161	0.03991907885
162	0.03991511065
163	0.03991158251
164	0.03990661329
165	0.03990578022
166	0.03989927113
167	0.03989146186
168	0.03988420561
169	0.03988223073
170	0.03987837352
171	0.03987382452
172	0.0398651275
173	0.03986148896
174	0.03985584532
175	0.03985010106
176	0.03984516665
177	0.03983791471
178	0.03982837997
179	0.0398230279
180	0.03981787129
181	0.03981086624
182	0.03980235535
183	0.03979984863
184	0.03979231432
185	0.0397890669
186	0.0397833908
187	0.0397785212
188	0.03977228732
189	0.03977054078
190	0.03976818965
191	0.03976426947
192	0.0397598539
193	0.03975523794
194	0.03974732033
195	0.03974449115
196	0.03974171061
197	0.03973786218
198	0.03973192912
199	0.03972840714
200	0.03972313837
201	0.03971351799
202	0.03970444745
203	0.03970035729
204	0.03969723915
205	0.0396906517
206	0.03968161962
207	0.03967963818
208	0.03967450747
209	0.03966790874
210	0.03966460262
211	0.03966050366
212	0.03965736444
213	0.03964810754
214	0.03964486389
215	0.03964038371
216	0.03963493842
217	0.03962624926
218	0.03962440573
219	0.03962183564
220	0.03961866895
221	0.03961563531
222	0.03961300728
223	0.03961018649
224	0.03960746206
225	0.03960300957
226	0.03959857953
227	0.03959684877
228	0.03959232163
229	0.03958866477
230	0.03958700185
231	0.03958418127
232	0.03958073847
233	0.03957937007
234	0.03957891685
235	0.03957629483
236	0.03957584322
237	0.03957429504
238	0.03957186579
239	0.03956950725
240	0.03956825828
241	0.0395668369
242	0.03956204262
243	0.03955763434
244	0.03955422836
245	0.03954928591
246	0.03954769137
247	0.03954423669
248	0.03954166683
249	0.03953816344
250	0.03953412314
251	0.03952905444
252	0.03951991305
253	0.03951439676
254	0.03950923285
255	0.0395018538
256	0.03949270869
257	0.03948931089
258	0.03948458055
259	0.03948263047
260	0.03947881407
261	0.03947831758
262	0.03947586463
263	0.03947254458
264	0.03946378199
265	0.03946144403
266	0.03945598991
267	0.03945413983
268	0.03945151574
269	0.0394475331
270	0.03944537303
271	0.03944087635
272	0.03943310211
273	0.03943029202
274	0.03942789529
275	0.03942420027
276	0.0394219577
277	0.03941575693
278	0.03940741036
279	0.03940430496
280	0.03940132932
281	0.0393912016
282	0.03938255866
283	0.03937174027
284	0.0393665666
285	0.03936223451
286	0.03935582248
287	0.03935390018
288	0.03935106838
289	0.03934436158
290	0.03933841974
291	0.039336696
292	0.03933217883
293	0.03933055848
294	0.03932681792
295	0.03931755193
296	0.03930967152
297	0.03930827358
298	0.0393022542
299	0.03929637125
300	0.03929411425
301	0.03929070602
302	0.03928670645
303	0.03928280205
304	0.03928249347
305	0.03928081373
306	0.03927560982
307	0.03927364154
308	0.03927250903
309	0.03926919215
310	0.03926614375
311	0.03926405875
312	0.03926203883
313	0.03926039173
314	0.03925808179
315	0.03925288932
316	0.03925044155
317	0.03924593389
318	0.03924175397
319	0.03923923203
320	0.03923498212
321	0.0392299486
322	0.03922354721
323	0.03922113415
324	0.03921971555
325	0.0392164907
326	0.03921307347
327	0.0392112247
328	0.03920913709
329	0.03920669726
330	0.03920192143
331	0.03919760375
332	0.03919625522
333	0.03919301156
334	0.0391915376
335	0.03918808216
336	0.03918735677
337	0.03918522029
338	0.03918137575
339	0.03917893614
340	0.03917571286
341	0.03917401889
342	0.03917037384
343	0.03916690335
344	0.03916649952
345	0.0391646386
346	0.03916168371
347	0.03915725483
348	0.03915183887
349	0.03914794112
350	0.03914291014
351	0.03914060759
352	0.03913683218
353	0.03913482226
354	0.03912861825
355	0.03912488193
356	0.03912428207
357	0.03912171519
358	0.03911467106
359	0.0391129325
360	0.03911162473
361	0.03910982161
362	0.03910209439
363	0.03909812225
364	0.03909540792
365	0.03908892619
366	0.03908254587
367	0.0390808716
368	0.03907785573
369	0.03907329347
370	0.0390680419
371	0.03906455961
372	0.03905869749
373	0.03905599094
374	0.03904956741
375	0.03904522901
376	0.03904009595
377	0.039027822
378	0.03902274013
379	0.03901672806
380	0.03900787095
381	0.03900549831
382	0.03900114967
383	0.03899450369
384	0.03898572048
385	0.03898058127
386	0.03897503192
387	0.03897118407
388	0.03896337504
389	0.03895777373
390	0.03895482037
391	0.03895006359
392	0.03894657671
393	0.03894141285
394	0.03893961646
395	0.03893849252
396	0.03893436817
397	0.03893055339
398	0.03892625004
399	0.03892405898
400	0.03892144769
401	0.03891929382
402	0.03891634909
403	0.03891522282
404	0.03891204908
405	0.03890903407
406	0.03890662967
407	0.03890631426
408	0.03890334377
409	0.03889934414
410	0.03889528864
411	0.03889285182
412	0.03888500711
413	0.03887880981
414	0.03887531472
415	0.03886887339
416	0.03885870253
417	0.03885518697
418	0.0388523789
419	0.03885021677
420	0.03884788088
421	0.03884608052
422	0.03884531824
423	0.03884349456
424	0.03883896738
425	0.03883261306
426	0.03882932236
427	0.03882801968
428	0.03882375453
429	0.03881694636
430	0.03881188696
431	0.03880989081
432	0.0388054479
433	0.03880070988
434	0.03879611777
435	0.03879220149
436	0.03879123529
437	0.03879044264
438	0.03878861399
439	0.03878697071
440	0.03878544182
441	0.03878435851
442	0.03878204805
443	0.03878041716
444	0.03877949617
445	0.03877933755
446	0.03877646717
447	0.0387729621
448	0.03876986131
449	0.03876690718
450	0.03876551849
451	0.03876224675
452	0.03875773589
453	0.03875659888
454	0.03875635179
455	0.03875621185
456	0.0387556014
457	0.03875451189
458	0.03875220932
459	0.03874983559
460	0.03874833812
461	0.03874212246
462	0.0387368368
463	0.0387309957
464	0.03872952313
465	0.03872490056
466	0.03871983995
467	0.0387171614
468	0.03871356861
469	0.03870947573
470	0.03870537371
471	0.03869975013
472	0.03869351844
473	0.03869161955
474	0.03868976776
475	0.03868876853
476	0.03868765266
477	0.03868497759
478	0.03868336224
479	0.03868049204
480	0.038679571
481	0.03867640108
482	0.0386744853
483	0.03867238576
484	0.03866732048
485	0.03866260134
486	0.0386603426
487	0.03865759911
488	0.03865634073
489	0.0386557419
490	0.0386541593
491	0.0386504061
492	0.03864846282
493	0.03864771795
494	0.03864380516
495	0.03864040039
496	0.03863490321
497	0.03863040346
498	0.03862947577
499	0.03862478117
500	0.03862085171
501	0.03861830559
502	0.03861782648
503	0.03861554651
504	0.03861423304
505	0.03860933088
506	0.03860769065
507	0.03860563619
508	0.0386021525
509	0.03860067325
510	0.03859551305
511	0.03859086969
512	0.03858829979
513	0.03858124992
514	0.03857846559
515	0.03857703428
516	0.03857558773
517	0.03857095609
518	0.03856729421
519	0.0385670174
520	0.03856243906
521	0.03856160706
522	0.03855712186
523	0.03855099451
524	0.03854726895
525	0.03854477046
526	0.03854285443
527	0.03853850045
528	0.03853658284
529	0.03853200427
530	0.0385277995
531	0.03852705515
532	0.03852456704
533	0.03851871938
534	0.03851507343
535	0.03850997271
536	0.03850592946
537	0.0385007902
538	0.03849744527
539	0.03849432618
540	0.03849383305
541	0.03849060612
542	0.03848689108
543	0.03848203843
544	0.0384783175
545	0.03847631006
546	0.03847161368
547	0.0384688209
548	0.03846547167
549	0.03845951937
550	0.03845488506
551	0.03845337993
552	0.03844697716
553	0.03844474301
554	0.03844318368
555	0.03844134819
556	0.03844003942
557	0.03843742232
558	0.03843664259
559	0.03843452958
560	0.03843395628
561	0.03843351007
562	0.03843245725
563	0.03843070175
564	0.03842937709
565	0.03842792339
566	0.03842531477
567	0.03842398568
568	0.03842161311
569	0.03841941151
570	0.03841881326
571	0.03841810205
572	0.03841756545
573	0.03841689076
574	0.03841500275
575	0.03841374709
576	0.03841211592
577	0.03841069888
578	0.03840939067
579	0.03840710058
580	0.03840418312
581	0.03840153895
582	0.03839735104
583	0.03839494826
584	0.03839380519
585	0.0383937248
586	0.0383930211
587	0.03839024166
588	0.03838866697
589	0.03838471947
590	0.03838145883
591	0.0383805003
592	0.03837966134
593	0.03837758023
594	0.03837055963
595	0.0383649672
596	0.03836178954
597	0.03835924834
598	0.03835776747
599	0.03835645801
600	0.03835579007
601	0.03835459283
602	0.03835260929
603	0.03835111712
604	0.03834858385
605	0.03834750486
606	0.03834701808
607	0.03834441509
608	0.03834289161
609	0.03834095038
610	0.03833979491
611	0.03833940025
612	0.03833878183
613	0.03833738087
614	0.03833675002
615	0.0383337757
616	0.03833219666
617	0.03833048431
618	0.03832911427
619	0.03832748375
620	0.03832643683
621	0.03832600109
622	0.03832308534
623	0.03832144522
624	0.03831925549
625	0.03831847228
626	0.03831759077
627	0.0383159973
628	0.03831567108
629	0.03831437401
630	0.03831401063
631	0.03831293827
632	0.03831262676
633	0.03831077093
634	0.03830980068
635	0.03830829242
636	0.03830715485
637	0.03830692113
638	0.0383062303
639	0.03830478127
640	0.03830452009
641	0.03830061279
642	0.03829813088
643	0.03829648161
644	0.03829352668
645	0.03829229859
646	0.03828958117
647	0.03828853772
648	0.03828618289
649	0.03828343073
650	0.03828176099
651	0.03827770753
652	0.03827577956
653	0.03827006223
654	0.03826720185
655	0.038261703
656	0.03826057666
657	0.03825772829
658	0.03825262355
659	0.03824900355
660	0.03823916401
661	0.0382355515
662	0.03823219305
663	0.03823006872
664	0.03822511343
665	0.03822442598
666	0.03822018112
667	0.03821781742
668	0.03821779885
669	0.03821528928
670	0.03821507632
671	0.03821503204
672	0.03821381308
673	0.038212552
674	0.03821250424
675	0.03821201088
676	0.03821098903
677	0.03821076381
678	0.03820955391
679	0.03820827744
680	0.03820643583
681	0.03820357153
682	0.03820185584
683	0.03820085539
684	0.03820054652
685	0.03820000064
686	0.03819853632
687	0.03819690156
688	0.03819592641
689	0.03819509556
690	0.0381939332
691	0.03819316353
692	0.03819283039
693	0.03819120496
694	0.03819052646
695	0.03818976612
696	0.03818894442
697	0.03818713512
698	0.03818617863
699	0.03818408682
700	0.03818113362
701	0.03818070339
702	0.03818007405
703	0.03817915099
704	0.03817870287
705	0.03817551256
706	0.03817519527
707	0.03817465177
708	0.03817285385
709	0.03817260232
710	0.03817246546
711	0.03817145454
712	0.03816890083
713	0.03816724251
714	0.03816569297
715	0.03816328073
716	0.038161168
717	0.03815443306
718	0.03815131548
719	0.03814964172
720	0.03814825019
721	0.03814268939
722	0.03814125206
723	0.03813714834
724	0.03813613537
725	0.03813387488
726	0.03813189377
727	0.03813145662
728	0.0381305115
729	0.03812874881
730	0.03812831564
731	0.03812809475
732	0.03812782288
733	0.03812637742
734	0.03812564277
735	0.03812453457
736	0.03812387703
737	0.03812116062
738	0.0381199699
739	0.0381191507
740	0.03811458618
741	0.03811076637
742	0.0381088835
743	0.03810668831
744	0.038105769
745	0.03810400068
746	0.03810291684
747	0.03810229005
748	0.03810174592
749	0.03810017689
750	0.03809912451
751	0.03809666906
752	0.03809631158
753	0.03809439153
754	0.03809196236
755	0.03809129973
756	0.03808794961
757	0.03808692753
758	0.03808310152
759	0.03807962643
760	0.03807751504
761	0.03807450187
762	0.03807185162
763	0.03806893887
764	0.03806792104
765	0.03806535756
766	0.03806260541
767	0.03805957055
768	0.03805404067
769	0.03804732452
770	0.03804310944
771	0.0380419691
772	0.03803962034
773	0.03803643733
774	0.03803451786
775	0.03803109949
776	0.03803067332
777	0.0380284575
778	0.03802549181
779	0.03802266902
780	0.03801969736
781	0.03801557004
782	0.03801073921
783	0.03800931237
784	0.03800726492
785	0.03800345089
786	0.03800012947
787	0.0379979291
788	0.0379958895
789	0.03799429591
790	0.03799261344
791	0.03799210712
792	0.03798736329
793	0.03798456429
794	0.0379838908
795	0.03798246811
796	0.03798155289
797	0.03797980066
798	0.03797961558
799	0.03797886682
800	0.03797789531
801	0.03797665004
802	0.03797485718
803	0.03797407096
804	0.0379722844
805	0.03797161344
806	0.03797005256
807	0.03796867807
808	0.03796604181
809	0.03796423496
810	0.03796346048
811	0.03796267005
812	0.03796044862
813	0.03795986297
814	0.03795838324
815	0.03795771568
816	0.03795704348
817	0.03795168982
818	0.03794938608
819	0.03794830988
820	0.03794509474
821	0.03794464867
822	0.03794283711
823	0.03794271333
824	0.0379425087
825	0.03794148958
826	0.03794041019
827	0.03793914557
828	0.03793820901
829	0.03793668481
830	0.03793551335
831	0.03793279412
832	0.03793090452
833	0.03792995241
834	0.03792919621
835	0.03792836275
836	0.037926763
837	0.03792471742
838	0.03792298344
839	0.03791914679
840	0.03791328879
841	0.03790634053
842	0.03790485837
843	0.03790226622
844	0.03790103267
845	0.03789884191
846	0.03789703318
847	0.03789557675
848	0.03789244998
849	0.03788828734
850	0.03788520856
851	0.03788401689
852	0.03788277671
853	0.03787968615
854	0.03787362045
855	0.03787290577
856	0.03787044579
857	0.03786752917
858	0.03786292806
859	0.03786272852
860	0.0378603462
861	0.03785712136
862	0.03785406797
863	0.03785217355
864	0.03784997639
865	0.03784802852
866	0.0378454994
867	0.03784458158
868	0.03784334699
869	0.0378384591
870	0.03783578325
871	0.03783468097
872	0.0378331721
873	0.03783286044
874	0.03783208389
875	0.03783080886
876	0.03782958258
877	0.03782857669
878	0.03782418586
879	0.03782393112
880	0.03782284737
881	0.03782154109
882	0.03782042015
883	0.03781717461
884	0.03781603327
885	0.0378151728
886	0.03781450883
887	0.03781284966
888	0.03781112133
889	0.03780917764
890	0.03780831979
891	0.03780789104
892	0.0378071185
893	0.03780654225
894	0.03780580457
895	0.0378052976
896	0.03780499555
897	0.03780463873
898	0.03780377527
899	0.03780176755
900	0.03780153514
901	0.03780130025
902	0.03780058744
903	0.03780022377
904	0.0377999086
905	0.03779957694
906	0.03779739157
907	0.03779589725
908	0.03779547669
909	0.03779500822
910	0.0377940276
911	0.03779304512
912	0.03779276801
913	0.0377916566
914	0.03778778942
915	0.0377843761
916	0.03778127497
917	0.03777556061
918	0.03777450818
919	0.03777198744
920	0.03777151205
921	0.03777013816
922	0.03776852862
923	0.03776697692
924	0.03776575559
925	0.03776189805
926	0.03775776788
927	0.03775623769
928	0.03775460503
929	0.03775346889
930	0.03775124963
931	0.03774991844
932	0.037748995
933	0.03774731825
934	0.0377467185
935	0.03774576318
936	0.03774270307
937	0.03774030701
938	0.03773956492
939	0.03773861609
940	0.03773712254
941	0.03773620205
942	0.03773593064
943	0.03773241249
944	0.03772771656
945	0.0377257353
946	0.03772117786
947	0.03772086076
948	0.03772019559
949	0.03771901737
950	0.03771462443
951	0.03771405168
952	0.03771370582
953	0.03771281363
954	0.03771172904
955	0.0377104275
956	0.03770859034
957	0.0377066526
958	0.0377052622
959	0.03770468154
960	0.03770410782
961	0.03770362735
962	0.03770301016
963	0.03770236956
964	0.03770081134
965	0.03769976392
966	0.03769798618
967	0.03769645541
968	0.03769358727
969	0.03769091946
970	0.03768901289
971	0.03768617753
972	0.03768470428
973	0.03768230835
974	0.03767832996
975	0.03767281222
976	0.03767086317
977	0.03766896484
978	0.03766685465
979	0.03766342932
980	0.03766251033
981	0.03766188842
982	0.03766070633
983	0.03765739656
984	0.03765475496
985	0.03765281096
986	0.03764846447
987	0.03764720781
988	0.03764508259
989	0.03764472548
990	0.03764339782
991	0.03764277397
992	0.03764232136
993	0.03764135781
994	0.03764105255
995	0.03764079288
996	0.03763893091
997	0.03763616305
998	0.03763367512
999	0.03763087398
